Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Type of Payment code,Vehicle Code
8852,Sun Aug 15 11:19:54 2021,4906038,car,8851,Fri J
8853,Tue Aug 10 08:59:27 2021,9530390,car,8852,Sun A
8854,Tue Aug 10 16:21:16 2021,413217,truck,8853,Tue A
8855,Thu Aug 19 15:51:00 2021,9320395,car,8854,Tue A
8856,Sat Jul 31 10:22:57 2021,6423981,car,8855,Thu A
8857,Sat Aug 21 10:15:55 2021,4724252,car,8856,Sat J
8858,Tue Aug 17 17:36:06 2021,7725321,car,8857,Sat A
8859,Fri Aug 20 14:12:06 2021,3910083,car,8858,Tue A
8860,Fri Aug 20 07:38:54 2021,4578030,car,8859,Fri A
8861,Fri Aug 13 04:43:22 2021,5528034,van,8860,Fri A
8862,Tue Aug 10 12:16:02 2021,2488403,car,8861,Fri A
8863,Wed Aug 11 01:59:05 2021,6905731,van,8862,Tue A
8864,Fri Aug 13 15:23:14 2021,1429727,car,8863,Wed A
8865,Mon Aug  9 02:02:30 2021,5449713,car,8864,Fri A
8866,Fri Jul 30 06:02:24 2021,2231846,truck,8865,Mon A
8867,Sun Aug 15 05:43:56 2021,8397013,car,8866,Fri J
8868,Tue Aug  3 05:55:40 2021,6419884,car,8867,Sun A
8869,Wed Aug 11 02:47:56 2021,2668801,car,8868,Tue A
8870,Sun Aug  1 00:11:24 2021,6453726,car,8869,Wed A
8871,Wed Aug  4 10:34:58 2021,3906554,car,8870,Sun A
8872,Sat Aug 21 12:52:10 2021,7577249,car,8871,Wed A
8873,Sat Jul 31 21:10:34 2021,2582272,car,8872,Sat A
8874,Sun Aug  1 18:38:32 2021,3947903,car,8873,Sat J
8875,Tue Aug 10 09:54:20 2021,863123,truck,8874,Sun A
8876,Wed Aug  4 01:53:13 2021,60271,car,8875,Tue A
8877,Mon Aug 16 22:44:13 2021,1291788,truck,8876,Wed A
8878,Thu Aug 12 04:33:53 2021,7756178,car,8877,Mon A
8879,Thu Aug 19 06:31:25 2021,3000212,van,8878,Thu A
8880,Sat Aug  7 13:41:59 2021,125351,car,8879,Thu A
8881,Thu Aug  5 16:42:07 2021,4856689,truck,8880,Sat A
8882,Mon Aug  2 09:15:16 2021,9462266,truck,8881,Thu A
8883,Fri Jul 30 12:19:59 2021,9560595,car,8882,Mon A
8884,Tue Aug  3 21:22:32 2021,2987435,car,8883,Fri J
8885,Thu Aug 12 10:50:05 2021,6340891,car,8884,Tue A
8886,Sun Aug  8 01:07:59 2021,1286742,truck,8885,Thu A
8887,Sun Aug 15 10:17:37 2021,9539930,car,8886,Sun A
8888,Wed Aug 11 04:32:48 2021,4873235,truck,8887,Sun A
8889,Thu Aug 19 09:41:26 2021,8409197,car,8888,Wed A
8890,Thu Aug 12 21:21:59 2021,5320988,truck,8889,Thu A
8891,Sat Aug  7 17:34:11 2021,908405,car,8890,Thu A
8892,Fri Jul 30 08:17:33 2021,4169052,car,8891,Sat A
8893,Fri Aug  6 11:17:06 2021,3459114,van,8892,Fri J
8894,Tue Aug  3 04:21:59 2021,1337726,car,8893,Fri A
8895,Fri Jul 30 06:22:13 2021,7615695,car,8894,Tue A
8896,Mon Aug  9 23:55:24 2021,8237812,car,8895,Fri J
8897,Sat Aug  7 19:29:55 2021,9668474,van,8896,Mon A
8898,Mon Aug  2 07:12:35 2021,5062028,car,8897,Sat A
8899,Sun Aug  1 13:06:40 2021,3347618,truck,8898,Mon A
8900,Thu Aug  5 17:26:18 2021,7008963,car,8899,Sun A
8901,Mon Aug 16 04:47:45 2021,4528780,car,8900,Thu A
8902,Wed Aug 11 22:07:29 2021,9683525,van,8901,Mon A
8903,Sun Aug  8 21:29:09 2021,8586002,van,8902,Wed A
8904,Thu Jul 29 12:37:43 2021,3011625,car,8903,Sun A
8905,Tue Aug 10 17:28:12 2021,599917,car,8904,Thu J
8906,Thu Aug 12 07:09:03 2021,1164184,car,8905,Tue A
8907,Fri Jul 30 06:24:33 2021,5057604,car,8906,Thu A
8908,Mon Aug 16 11:26:05 2021,2167812,car,8907,Fri J
8909,Mon Aug 16 01:21:17 2021,2725774,van,8908,Mon A
8910,Sun Aug  1 08:29:23 2021,8412229,car,8909,Mon A
8911,Fri Aug 20 18:26:44 2021,1001727,car,8910,Sun A
8912,Wed Aug 18 04:16:00 2021,4529136,car,8911,Fri A
8913,Tue Aug 17 22:51:28 2021,9544757,car,8912,Wed A
8914,Mon Aug  9 05:13:41 2021,8933341,car,8913,Tue A
8915,Thu Aug  5 12:35:37 2021,5116067,truck,8914,Mon A
8916,Wed Aug  4 05:40:18 2021,9558728,car,8915,Thu A
8917,Mon Aug  2 09:39:37 2021,1328045,truck,8916,Wed A
8918,Mon Aug  2 22:42:05 2021,5065267,car,8917,Mon A
8919,Mon Aug  2 13:44:38 2021,7713955,car,8918,Mon A
8920,Wed Aug 11 17:14:24 2021,1697477,car,8919,Mon A
8921,Sun Aug 15 12:41:34 2021,4615223,car,8920,Wed A
8922,Wed Aug 18 11:12:53 2021,4240599,car,8921,Sun A
8923,Sat Aug  7 01:50:21 2021,4847593,car,8922,Wed A
8924,Sat Aug 14 18:23:28 2021,9849271,car,8923,Sat A
8925,Sun Aug 22 04:42:45 2021,8815758,car,8924,Sat A
8926,Wed Aug 11 01:43:28 2021,1514401,car,8925,Sun A
8927,Mon Aug 16 23:57:42 2021,8747304,truck,8926,Wed A
8928,Sat Aug 14 09:54:49 2021,6782114,van,8927,Mon A
8929,Sun Aug 15 20:00:09 2021,1408902,van,8928,Sat A
8930,Sun Aug  1 18:52:35 2021,3485637,car,8929,Sun A
8931,Sat Aug 21 02:39:37 2021,925055,car,8930,Sun A
8932,Sun Aug 22 08:03:27 2021,5577792,car,8931,Sat A
8933,Thu Aug 19 06:27:08 2021,1206278,truck,8932,Sun A
8934,Wed Aug 18 19:02:15 2021,6850011,truck,8933,Thu A
8935,Sat Jul 31 06:31:52 2021,8615614,van,8934,Wed A
8936,Tue Aug 17 04:23:47 2021,5379073,truck,8935,Sat J
8937,Sun Aug  8 20:48:03 2021,2607070,van,8936,Tue A
8938,Wed Aug 18 10:10:17 2021,1175767,truck,8937,Sun A
8939,Sat Aug 14 06:44:14 2021,2547228,car,8938,Wed A
8940,Tue Aug 17 18:35:00 2021,932487,car,8939,Sat A
8941,Tue Aug  3 01:09:25 2021,1155817,truck,8940,Tue A
8942,Sat Aug  7 13:11:25 2021,2794083,truck,8941,Tue A
8943,Thu Aug  5 21:31:27 2021,3697527,car,8942,Sat A
8944,Mon Aug  2 06:22:10 2021,7239353,car,8943,Thu A
8945,Thu Aug 12 02:14:24 2021,8250011,truck,8944,Mon A
8946,Sun Aug  8 14:22:17 2021,3916305,car,8945,Thu A
8947,Wed Aug 11 01:19:30 2021,564172,van,8946,Sun A
8948,Sun Aug  8 22:46:53 2021,2689477,car,8947,Wed A
8949,Sun Aug 22 07:12:02 2021,9792003,car,8948,Sun A
8950,Tue Aug  3 06:52:39 2021,258071,car,8949,Sun A
8951,Tue Aug 10 11:55:19 2021,2790457,truck,8950,Tue A
8952,Fri Aug 20 21:24:17 2021,2729023,car,8951,Tue A
8953,Sat Aug  7 17:19:11 2021,5898003,car,8952,Fri A
8954,Tue Aug  3 03:03:22 2021,2178014,truck,8953,Sat A
8955,Sun Aug 22 04:01:12 2021,5062113,van,8954,Tue A
8956,Sat Jul 31 15:36:04 2021,2580172,truck,8955,Sun A
8957,Sat Aug 21 07:21:54 2021,3949285,car,8956,Sat J
8958,Sat Aug 14 19:56:08 2021,9236087,truck,8957,Sat A
8959,Wed Aug 18 08:34:14 2021,7587380,car,8958,Sat A
8960,Sat Aug 14 02:28:50 2021,4308676,car,8959,Wed A
8961,Thu Aug  5 03:43:09 2021,5532156,truck,8960,Sat A
8962,Thu Aug  5 07:33:21 2021,7330341,car,8961,Thu A
8963,Wed Aug 11 09:49:16 2021,3121168,truck,8962,Thu A
8964,Thu Aug 19 05:24:40 2021,9647786,car,8963,Wed A
8965,Sat Aug  7 23:16:05 2021,680794,car,8964,Thu A
8966,Sun Aug 15 21:35:00 2021,4366300,truck,8965,Sat A
8967,Tue Aug  3 21:40:07 2021,949034,car,8966,Sun A
8968,Tue Aug 10 20:18:17 2021,6586253,car,8967,Tue A
8969,Sun Aug 22 04:12:56 2021,1602839,car,8968,Tue A
8970,Sun Aug  1 13:12:50 2021,6103034,car,8969,Sun A
8971,Sun Aug 15 21:21:22 2021,9946567,car,8970,Sun A
8972,Sun Aug 22 07:34:00 2021,324386,truck,8971,Sun A
8973,Wed Aug  4 19:38:25 2021,3050632,car,8972,Sun A
8974,Sat Aug  7 20:12:39 2021,5812437,car,8973,Wed A
8975,Sun Aug  1 18:23:49 2021,5139631,car,8974,Sat A
8976,Sun Aug 22 17:36:02 2021,7120039,truck,8975,Sun A
8977,Wed Aug  4 00:33:56 2021,359800,truck,8976,Sun A
8978,Sun Aug 15 00:29:25 2021,2435887,truck,8977,Wed A
8979,Sun Aug  1 12:48:23 2021,8106302,car,8978,Sun A
8980,Tue Aug 17 17:16:42 2021,5922566,car,8979,Sun A
8981,Thu Aug 19 16:35:11 2021,2194584,truck,8980,Tue A
8982,Mon Aug  2 13:36:59 2021,6116447,car,8981,Thu A
8983,Wed Aug  4 15:31:05 2021,6816805,car,8982,Mon A
8984,Wed Aug  4 15:00:53 2021,8129333,car,8983,Wed A
8985,Wed Aug 18 22:59:27 2021,7337024,car,8984,Wed A
8986,Fri Aug  6 16:28:25 2021,2532142,truck,8985,Wed A
8987,Sun Aug 22 09:56:31 2021,3069061,car,8986,Fri A
8988,Mon Aug  9 20:33:10 2021,5362342,car,8987,Sun A
8989,Mon Aug  2 10:18:12 2021,2361545,truck,8988,Mon A
8990,Wed Aug 18 11:39:42 2021,9331722,van,8989,Mon A
8991,Sat Jul 31 19:35:10 2021,9362339,car,8990,Wed A
8992,Fri Aug  6 04:35:50 2021,1649267,truck,8991,Sat J
8993,Fri Aug 13 12:23:04 2021,5311509,car,8992,Fri A
8994,Mon Aug 16 07:11:11 2021,6521616,car,8993,Fri A
8995,Sat Aug 14 09:27:53 2021,2830399,truck,8994,Mon A
8996,Fri Aug 13 15:53:00 2021,4869162,car,8995,Sat A
8997,Thu Aug 12 14:12:00 2021,1001647,truck,8996,Fri A
8998,Sun Aug 22 02:05:47 2021,9454756,car,8997,Thu A
8999,Thu Aug 19 18:35:21 2021,9697668,truck,8998,Sun A
9000,Mon Aug 16 16:20:19 2021,1228229,car,8999,Thu A
9001,Sat Aug 14 08:14:54 2021,7746438,car,9000,Mon A
9002,Tue Aug 10 14:20:10 2021,9547035,truck,9001,Sat A
9003,Thu Aug  5 01:20:24 2021,8812006,van,9002,Tue A
9004,Fri Aug 13 10:03:49 2021,172170,car,9003,Thu A
9005,Sat Aug 21 03:17:43 2021,1741263,car,9004,Fri A
9006,Mon Aug  2 19:14:53 2021,7278752,car,9005,Sat A
9007,Tue Aug 10 02:46:34 2021,6943706,car,9006,Mon A
9008,Thu Aug 19 13:00:44 2021,9187661,van,9007,Tue A
9009,Thu Aug  5 22:21:17 2021,5203172,car,9008,Thu A
9010,Sun Aug  1 11:48:54 2021,6730434,car,9009,Thu A
9011,Thu Aug 19 20:09:32 2021,7152499,truck,9010,Sun A
9012,Thu Aug 12 12:03:41 2021,3318014,car,9011,Thu A
9013,Sat Aug  7 10:06:19 2021,1009837,car,9012,Thu A
9014,Sat Aug 21 07:12:27 2021,2995268,car,9013,Sat A
9015,Wed Aug  4 12:12:09 2021,8886584,truck,9014,Sat A
9016,Mon Aug  9 19:46:14 2021,4250505,car,9015,Wed A
9017,Wed Aug  4 14:23:37 2021,4622788,car,9016,Mon A
9018,Thu Aug  5 22:32:23 2021,9547103,car,9017,Wed A
9019,Wed Aug  4 01:08:49 2021,4964657,car,9018,Thu A
9020,Sun Aug  8 14:40:11 2021,3313968,truck,9019,Wed A
9021,Mon Aug  9 14:10:02 2021,1877380,car,9020,Sun A
9022,Sun Aug  1 09:02:18 2021,8941659,van,9021,Mon A
9023,Thu Aug  5 14:13:08 2021,1192347,truck,9022,Sun A
9024,Mon Aug  2 12:27:39 2021,2867913,car,9023,Thu A
9025,Mon Aug  2 06:27:48 2021,107470,car,9024,Mon A
9026,Fri Aug  6 17:43:27 2021,97385,car,9025,Mon A
9027,Mon Aug 16 21:45:37 2021,127032,car,9026,Fri A
9028,Thu Aug  5 23:02:12 2021,5637348,car,9027,Mon A
9029,Mon Aug  9 04:33:25 2021,157827,car,9028,Thu A
9030,Thu Aug 12 06:16:27 2021,3200527,truck,9029,Mon A
9031,Fri Jul 30 23:41:32 2021,2625803,car,9030,Thu A
9032,Mon Aug  2 02:10:19 2021,8134972,car,9031,Fri J
9033,Thu Aug 19 07:49:33 2021,3288819,truck,9032,Mon A
9034,Mon Aug 16 20:23:39 2021,3666863,car,9033,Thu A
9035,Tue Aug 17 20:48:05 2021,4121795,car,9034,Mon A
9036,Tue Aug 17 02:49:37 2021,4570551,car,9035,Tue A
9037,Wed Aug 18 08:27:04 2021,8023175,van,9036,Tue A
9038,Mon Aug  2 19:54:57 2021,237587,car,9037,Wed A
9039,Mon Aug  9 19:39:42 2021,2599331,truck,9038,Mon A
9040,Sun Aug 15 20:52:46 2021,8180913,car,9039,Mon A
9041,Mon Aug  2 00:40:22 2021,1607392,truck,9040,Sun A
9042,Fri Aug  6 10:03:45 2021,6421659,truck,9041,Mon A
9043,Sat Aug  7 14:35:11 2021,1263376,car,9042,Fri A
9044,Sat Aug 21 15:54:45 2021,9992955,car,9043,Sat A
9045,Fri Aug 20 21:41:14 2021,8633945,car,9044,Sat A
9046,Sat Jul 31 04:25:46 2021,7964288,car,9045,Fri A
9047,Tue Aug 17 17:37:18 2021,7545050,truck,9046,Sat J
9048,Sat Jul 31 15:27:56 2021,55540,car,9047,Tue A
9049,Sun Aug 15 05:54:53 2021,48146,car,9048,Sat J
9050,Mon Aug  9 03:42:29 2021,7508367,car,9049,Sun A
9051,Wed Aug 11 00:21:56 2021,6529680,car,9050,Mon A
9052,Sun Aug  1 11:31:37 2021,3284589,car,9051,Wed A
9053,Fri Aug 20 19:50:27 2021,1541415,car,9052,Sun A
9054,Sun Aug 22 10:17:33 2021,8439347,car,9053,Fri A
9055,Thu Aug  5 16:09:14 2021,6739053,truck,9054,Sun A
9056,Fri Jul 30 11:45:56 2021,8846875,car,9055,Thu A
9057,Sun Aug  8 17:13:29 2021,8799156,car,9056,Fri J
9058,Tue Aug 10 00:42:51 2021,6953999,car,9057,Sun A
9059,Thu Aug 19 08:29:01 2021,8903100,car,9058,Tue A
9060,Thu Aug 12 01:39:05 2021,9954289,truck,9059,Thu A
9061,Sat Aug 14 20:32:48 2021,8733129,van,9060,Thu A
9062,Tue Aug 17 20:41:57 2021,6894919,car,9061,Sat A
9063,Sat Aug 14 04:57:53 2021,4146800,car,9062,Tue A
9064,Tue Aug 10 05:09:40 2021,4045049,truck,9063,Sat A
9065,Tue Aug 17 19:01:11 2021,2389357,car,9064,Tue A
9066,Thu Aug 19 05:12:42 2021,6836618,car,9065,Tue A
9067,Thu Aug 12 07:56:44 2021,7547863,truck,9066,Thu A
9068,Mon Aug  2 16:29:39 2021,4867045,car,9067,Thu A
9069,Tue Aug  3 08:53:43 2021,4379657,truck,9068,Mon A
9070,Tue Aug 17 02:41:57 2021,1635259,truck,9069,Tue A
9071,Mon Aug  2 11:45:37 2021,7920768,van,9070,Tue A
9072,Thu Aug 19 08:49:39 2021,2946473,car,9071,Mon A
9073,Fri Aug 20 22:42:45 2021,2038375,truck,9072,Thu A
9074,Wed Aug  4 00:27:43 2021,509844,truck,9073,Fri A
9075,Fri Aug  6 03:28:13 2021,6431234,car,9074,Wed A
9076,Mon Aug  2 04:31:51 2021,2843945,car,9075,Fri A
9077,Tue Aug 10 20:09:55 2021,5422658,car,9076,Mon A
9078,Tue Aug 17 06:43:18 2021,8534341,van,9077,Tue A
9079,Sat Aug 14 21:18:00 2021,2532637,van,9078,Tue A
9080,Sun Aug  8 17:55:13 2021,5083511,truck,9079,Sat A
9081,Fri Aug 20 02:11:51 2021,9174196,van,9080,Sun A
9082,Fri Aug 13 07:37:14 2021,528538,van,9081,Fri A
9083,Fri Aug  6 04:58:31 2021,2205730,truck,9082,Fri A
9084,Sat Aug 21 12:26:48 2021,2534532,car,9083,Fri A
9085,Tue Aug  3 10:07:48 2021,8642724,car,9084,Sat A
9086,Thu Aug 19 21:41:59 2021,6937226,car,9085,Tue A
9087,Fri Jul 30 21:30:30 2021,4365518,car,9086,Thu A
9088,Tue Aug  3 14:02:47 2021,5222960,truck,9087,Fri J
9089,Fri Aug  6 00:38:05 2021,5894781,car,9088,Tue A
9090,Sun Aug  1 12:21:16 2021,835059,car,9089,Fri A
9091,Sat Aug  7 17:00:51 2021,7929218,car,9090,Sun A
9092,Thu Aug 12 01:31:25 2021,559578,car,9091,Sat A
9093,Sun Aug 15 17:37:54 2021,54952,car,9092,Thu A
9094,Mon Aug 16 23:57:21 2021,9711016,car,9093,Sun A
9095,Thu Aug 12 13:40:40 2021,1766099,car,9094,Mon A
9096,Fri Jul 30 02:02:31 2021,2884331,car,9095,Thu A
9097,Sun Aug  1 19:18:41 2021,8904635,car,9096,Fri J
9098,Tue Aug  3 10:35:03 2021,6432412,car,9097,Sun A
9099,Wed Aug 18 10:09:06 2021,3958667,car,9098,Tue A
9100,Sat Aug 21 20:26:28 2021,3282844,truck,9099,Wed A
9101,Sat Aug  7 14:04:17 2021,6164063,van,9100,Sat A
9102,Thu Aug 12 17:04:04 2021,2772651,truck,9101,Sat A
9103,Fri Aug  6 10:34:06 2021,8142532,car,9102,Thu A
9104,Sat Aug  7 05:19:39 2021,762036,car,9103,Fri A
9105,Tue Aug 17 03:25:55 2021,5889282,car,9104,Sat A
9106,Wed Aug 11 06:07:55 2021,1931215,truck,9105,Tue A
9107,Sun Aug 22 16:07:39 2021,8099289,truck,9106,Wed A
9108,Sun Aug  8 09:43:00 2021,702359,car,9107,Sun A
9109,Mon Aug  9 16:04:21 2021,8546827,truck,9108,Sun A
9110,Fri Jul 30 02:06:11 2021,1958974,car,9109,Mon A
9111,Sun Aug 15 01:36:36 2021,6895284,car,9110,Fri J
9112,Tue Aug 17 04:01:19 2021,3570803,van,9111,Sun A
9113,Mon Aug 16 16:55:56 2021,3017442,car,9112,Tue A
9114,Thu Jul 29 15:44:32 2021,7597785,truck,9113,Mon A
9115,Tue Aug  3 08:49:39 2021,7656460,car,9114,Thu J
9116,Wed Aug  4 19:26:57 2021,7886043,car,9115,Tue A
9117,Fri Aug 13 05:31:21 2021,8927315,car,9116,Wed A
9118,Wed Aug 11 22:10:15 2021,9006726,truck,9117,Fri A
9119,Wed Aug 11 06:49:17 2021,797136,truck,9118,Wed A
9120,Mon Aug  2 02:25:33 2021,1537404,car,9119,Wed A
9121,Sun Aug  1 07:06:09 2021,3216286,car,9120,Mon A
9122,Sun Aug  8 21:21:37 2021,6024875,car,9121,Sun A
9123,Tue Aug 10 20:13:43 2021,9903701,car,9122,Sun A
9124,Sat Aug 21 20:52:54 2021,1793050,car,9123,Tue A
9125,Sat Aug 21 16:28:33 2021,159835,truck,9124,Sat A
9126,Wed Aug 11 07:15:54 2021,2776049,truck,9125,Sat A
9127,Thu Aug  5 06:29:19 2021,9506002,truck,9126,Wed A
9128,Fri Jul 30 19:46:59 2021,9479692,car,9127,Thu A
9129,Thu Aug 19 19:26:29 2021,8871199,car,9128,Fri J
9130,Sun Aug 15 22:33:56 2021,3171835,car,9129,Thu A
9131,Mon Aug  2 01:29:02 2021,8708775,truck,9130,Sun A
9132,Fri Jul 30 19:05:18 2021,7014069,car,9131,Mon A
9133,Fri Aug  6 18:50:42 2021,96743,car,9132,Fri J
9134,Thu Aug 19 03:35:41 2021,7391731,car,9133,Fri A
9135,Fri Aug 20 21:43:00 2021,1662257,car,9134,Thu A
9136,Sat Aug  7 02:03:00 2021,4935733,van,9135,Fri A
9137,Sun Aug 15 00:58:13 2021,7551198,truck,9136,Sat A
9138,Fri Aug 20 12:46:48 2021,1284686,car,9137,Sun A
9139,Mon Aug  2 04:18:23 2021,2260599,car,9138,Fri A
9140,Wed Aug 18 08:07:25 2021,1094216,car,9139,Mon A
9141,Thu Aug 19 00:35:11 2021,635357,car,9140,Wed A
9142,Wed Aug 18 22:51:44 2021,9735476,van,9141,Thu A
9143,Sun Aug 15 15:25:07 2021,5173035,truck,9142,Wed A
9144,Sat Aug 14 20:50:10 2021,1788209,car,9143,Sun A
9145,Tue Aug 17 08:09:15 2021,1269851,van,9144,Sat A
9146,Mon Aug  9 21:28:40 2021,5662112,car,9145,Tue A
9147,Mon Aug  9 08:29:17 2021,7374290,car,9146,Mon A
9148,Sun Aug  1 00:19:51 2021,2334801,car,9147,Mon A
9149,Mon Aug  9 17:15:10 2021,3051270,car,9148,Sun A
9150,Fri Aug 20 19:22:59 2021,4243767,car,9149,Mon A
9151,Fri Aug 13 07:41:57 2021,6107919,car,9150,Fri A
9152,Mon Aug  2 15:24:29 2021,5314516,car,9151,Fri A
9153,Mon Aug 16 10:17:00 2021,2624089,van,9152,Mon A
9154,Thu Aug 12 00:59:38 2021,7012714,car,9153,Mon A
9155,Sun Aug 22 16:20:21 2021,5129735,car,9154,Thu A
9156,Fri Jul 30 15:33:45 2021,2075605,car,9155,Sun A
9157,Sat Aug  7 13:31:49 2021,6332790,truck,9156,Fri J
9158,Mon Aug 16 23:36:29 2021,3032583,truck,9157,Sat A
9159,Fri Aug 13 05:08:13 2021,1026528,car,9158,Mon A
9160,Sun Aug 22 16:58:33 2021,1752269,van,9159,Fri A
9161,Fri Aug 20 10:30:12 2021,3407914,truck,9160,Sun A
9162,Sun Aug 22 10:37:55 2021,9734005,truck,9161,Fri A
9163,Sat Aug  7 13:10:17 2021,9037108,car,9162,Sun A
9164,Wed Aug 11 11:05:36 2021,4238274,car,9163,Sat A
9165,Sat Aug  7 21:11:43 2021,8750667,van,9164,Wed A
9166,Sat Jul 31 09:44:54 2021,3890038,car,9165,Sat A
9167,Fri Aug 20 00:47:19 2021,2513530,van,9166,Sat J
9168,Wed Aug 11 16:55:56 2021,1014198,car,9167,Fri A
9169,Mon Aug  9 13:45:27 2021,3295981,car,9168,Wed A
9170,Sun Aug  8 14:30:03 2021,730281,car,9169,Mon A
9171,Thu Aug 12 01:42:01 2021,6268240,car,9170,Sun A
9172,Tue Aug 10 14:49:35 2021,578281,car,9171,Thu A
9173,Mon Aug  9 20:27:40 2021,4181325,car,9172,Tue A
9174,Wed Aug  4 01:45:34 2021,531718,car,9173,Mon A
9175,Thu Jul 29 23:35:28 2021,1370244,truck,9174,Wed A
9176,Sun Aug  8 23:21:06 2021,8292071,car,9175,Thu J
9177,Wed Aug  4 10:40:04 2021,4748178,van,9176,Sun A
9178,Tue Aug 17 23:29:10 2021,6875727,truck,9177,Wed A
9179,Sun Aug  1 10:37:50 2021,892900,van,9178,Tue A
9180,Wed Aug 11 20:43:28 2021,8318194,car,9179,Sun A
9181,Sat Aug 14 16:32:38 2021,5276850,van,9180,Wed A
9182,Fri Aug 13 10:23:26 2021,6352724,car,9181,Sat A
9183,Mon Aug  2 21:54:41 2021,6137941,car,9182,Fri A
9184,Sat Aug 14 22:21:12 2021,3721355,car,9183,Mon A
9185,Thu Aug  5 07:26:35 2021,6714861,car,9184,Sat A
9186,Mon Aug  2 15:26:18 2021,8462307,car,9185,Thu A
9187,Thu Jul 29 17:53:36 2021,7555614,car,9186,Mon A
9188,Wed Aug  4 23:25:12 2021,7242062,car,9187,Thu J
9189,Sat Aug  7 08:42:58 2021,486571,car,9188,Wed A
9190,Thu Jul 29 13:14:53 2021,9833400,car,9189,Sat A
9191,Tue Aug 10 23:14:18 2021,9253622,truck,9190,Thu J
9192,Tue Aug 17 16:40:49 2021,4749649,van,9191,Tue A
9193,Sun Aug 22 14:56:27 2021,7255048,car,9192,Tue A
9194,Mon Aug  2 22:55:07 2021,4048367,car,9193,Sun A
9195,Tue Aug  3 19:54:38 2021,3880570,car,9194,Mon A
9196,Thu Aug 19 05:54:03 2021,2251855,car,9195,Tue A
9197,Mon Aug  9 15:03:38 2021,6019724,truck,9196,Thu A
9198,Fri Aug 13 17:55:25 2021,6935289,truck,9197,Mon A
9199,Sat Aug 14 08:02:07 2021,3044908,car,9198,Fri A
9200,Sat Aug 14 14:05:51 2021,1722491,car,9199,Sat A
9201,Tue Aug 17 13:09:36 2021,9926377,van,9200,Sat A
9202,Sun Aug  1 02:37:00 2021,8876722,truck,9201,Tue A
9203,Mon Aug  2 01:23:57 2021,9936493,truck,9202,Sun A
9204,Fri Jul 30 15:50:30 2021,8288623,car,9203,Mon A
9205,Thu Aug 12 09:45:55 2021,923474,car,9204,Fri J
9206,Fri Aug 20 01:34:09 2021,746819,car,9205,Thu A
9207,Mon Aug 16 01:43:26 2021,4654522,car,9206,Fri A
9208,Sun Aug 15 01:09:11 2021,488343,car,9207,Mon A
9209,Sat Jul 31 09:27:12 2021,9269850,car,9208,Sun A
9210,Tue Aug  3 00:43:58 2021,4637222,truck,9209,Sat J
9211,Thu Jul 29 21:01:40 2021,1921474,truck,9210,Tue A
9212,Sun Aug 15 18:00:21 2021,9968595,car,9211,Thu J
9213,Thu Aug  5 05:39:00 2021,1028209,van,9212,Sun A
9214,Thu Aug 19 18:41:36 2021,5558931,van,9213,Thu A
9215,Sat Aug 14 03:24:12 2021,9014445,car,9214,Thu A
9216,Wed Aug  4 17:01:49 2021,4705128,truck,9215,Sat A
9217,Sat Aug 14 20:28:39 2021,3192612,van,9216,Wed A
9218,Sat Aug 14 18:46:38 2021,9994469,car,9217,Sat A
9219,Wed Aug 11 10:37:18 2021,5973767,car,9218,Sat A
9220,Thu Aug  5 11:33:02 2021,1490082,car,9219,Wed A
9221,Sun Aug 22 07:23:25 2021,7235031,car,9220,Thu A
9222,Wed Aug  4 15:08:14 2021,9016669,car,9221,Sun A
9223,Tue Aug  3 20:16:57 2021,191548,car,9222,Wed A
9224,Thu Aug 12 09:43:33 2021,2516900,truck,9223,Tue A
9225,Sun Aug  1 19:18:44 2021,4663115,car,9224,Thu A
9226,Mon Aug  2 12:05:50 2021,67426,car,9225,Sun A
9227,Sun Aug 22 01:13:55 2021,5612673,car,9226,Mon A
9228,Sun Aug 15 19:57:09 2021,3398219,truck,9227,Sun A
9229,Wed Aug  4 07:03:22 2021,5417571,car,9228,Sun A
9230,Fri Aug 13 10:52:40 2021,8241854,truck,9229,Wed A
9231,Tue Aug 17 20:01:09 2021,5229796,van,9230,Fri A
9232,Sun Aug  1 03:33:37 2021,6484804,car,9231,Tue A
9233,Mon Aug 16 12:11:45 2021,3902867,car,9232,Sun A
9234,Sat Aug 21 04:56:05 2021,2703740,truck,9233,Mon A
9235,Tue Aug 10 13:27:35 2021,7692197,truck,9234,Sat A
9236,Sun Aug 15 16:21:38 2021,5293287,car,9235,Tue A
9237,Sat Aug 21 00:28:16 2021,9530825,truck,9236,Sun A
9238,Wed Aug 18 10:05:39 2021,9648226,car,9237,Sat A
9239,Tue Aug 10 12:31:36 2021,5191265,car,9238,Wed A
9240,Fri Aug  6 15:51:59 2021,6092274,car,9239,Tue A
9241,Tue Aug  3 03:36:42 2021,4956476,car,9240,Fri A
9242,Tue Aug  3 18:32:00 2021,7691465,truck,9241,Tue A
9243,Wed Aug  4 08:16:02 2021,6357681,car,9242,Tue A
9244,Sun Aug  1 22:18:47 2021,6649208,car,9243,Wed A
9245,Sat Aug  7 09:18:25 2021,9708660,car,9244,Sun A
9246,Wed Aug 11 07:05:47 2021,9981569,car,9245,Sat A
9247,Sat Aug  7 06:56:53 2021,9100821,truck,9246,Wed A
9248,Mon Aug 16 14:35:00 2021,5851901,car,9247,Sat A
